MONTH,TIME EVENT BEGAN,TIME OF RESTORATION,AREA AFFECTED,NERC REGION,ALERT CRITERIA,EVENT TYPE,DEMAND LOSS (MW),NUMBER OF CUSTOMERS AFFECTED,STATE
April,4/22/2005 15:51,4/22/2005 15:59,"San Francisco Bay area, California",WECC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,126,59049,California
April,4/23/2005 4:22,4/23/2005 16:48,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,345,116552,Puerto Rico
April,4/23/2005 6:00,4/23/2005 6:00,"Cleveland, Ohio and northeast Ohio ",RF,Unknown,Severe Weather - Winter/Snow/Ice,46,150000,Ohio
April,4/30/2005 8:00,4/30/2005 10:00,Alabama and Georgia,SERC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,100,51808,"Alabama,Georgia"
May,5/8/2005 15:00,5/8/2005 22:00,"Houston, Texas and surrounding suburban areas",TRE,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,672,243000,Texas
May,5/11/2005 19:00,5/11/2005 20:31,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,529,53749,Puerto Rico
May,5/29/2005 2:30,5/29/2005 20:00,"Houston, Texas and surrounding suburban areas",TRE,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,328,123000,Texas
June,6/5/2005 7:30,6/5/2005 14:00,Southeast  Michigan,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,60,105000,Michigan
June,6/5/2005 14:00,6/5/2005 18:00,Portions of  the southern 2/3 of  Michigan's Lower Peninsula,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,1826,201580,Michigan
June,6/6/2005 12:00,6/6/2005 18:00,Central/Eastern New York state,NPCC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,638,65000,New York
June,6/6/2005 16:43,6/6/2005 22:00,"Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,703,143000,"Delaware,Pennsylvania"
June,6/8/2005 4:00,6/8/2005 22:00,Minnesota,MRO,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,100,300000,Minnesota
June,6/20/2005 11:16,6/20/2005 17:15,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,35,600000,Puerto Rico
June,6/24/2005 20:37,6/24/2005 23:06,"Chicago, Illinois","MRO,RF",Unknown,Equipment Failure,350,51500,Illinois
June,6/28/2005 11:30,6/28/2005 15:00,Denver Metropolitan area of Colorado,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,0,0,Colorado
June,6/29/2005 16:30,6/29/2005 23:30,Southeast  Michigan,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,1000,114711,Michigan
July,7/1/2005 16:00,7/1/2005 19:30,"Texas, New Mexico, Oklahoma, Kansas","MRO,TRE",Unknown,Generation Inadequacy Load/Fuel/Supply,0,0,"Texas,Oklahoma,Kansas"
July,7/2/2005 1:27,7/2/2005 1:46,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,226,132290,Puerto Rico
July,7/5/2005 9:00,7/5/2005 21:00,"Southeast and Northeast, Louisiana including the New Orleans area",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,636,287000,Louisiana
July,7/10/2005 8:00,7/10/2005 8:00,"Alabama, Mississippi, Florida, Georgia",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,45,228102,"Alabama,Mississippi,Florida,Georgia"
July,7/10/2005 12:53,7/10/2005 17:33,Southwest Alabama and Western Panhandle of Florida,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,51.2,50000,"Alabama,Florida"
July,7/21/2005 14:39,7/21/2005 17:30,Southern California,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,197,128050,California
July,7/22/2005 13:55,7/22/2005 18:00,Southern California ,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,206,133900,California
July,7/23/2005 1:02,7/23/2005 10:50,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,290,55118,"District of Columbia,Maryland"
July,7/27/2005 16:00,7/27/2005 18:00,"Baltimore County, Anne Arundel County and Prince Georges County, Maryland",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,297,93837,Maryland
July,7/27/2005 16:50,7/27/2005 21:24,"Bucks, Chester, Delaware, Montgomery and Philadelphia counties, Pennsylvania",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,388,64943,"Delaware,Pennsylvania"
July,7/27/2005 17:50,7/27/2005 21:07,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,374,87600,"District of Columbia,Maryland"
July,7/28/2005 17:00,7/28/2005 20:30,Piedmont North and South Carolina,SERC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,300,52200,"North Carolina,South Carolina"
August,8/1/2005 10:28,8/1/2005 10:47,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,175,47116,Puerto Rico
August,8/8/2005 12:38,8/8/2005 16:00,"San Francisco Bay area, California",WECC,Unknown,Equipment Failure,240,138483,California
August,8/19/2005 19:37,8/19/2005 20:15,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,259,71864,Puerto Rico
August,8/20/2005 14:15,8/20/2005 16:21,Northwest Arkansas,MRO,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,650,50797,Arkansas
August,8/25/2005 15:50,8/25/2005 20:00,Southern California,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,860,162731,California
August,8/25/2005 15:51,8/25/2005 20:00,Southern California,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,864,409000,California
August,8/29/2005 0:01,8/29/2005 17:00,"City of Lakeland, Florida",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,300,143000,Florida
August,8/29/2005 1:10,8/29/2005 12:42,East and Southeast Louisiana,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,784,1200000,Louisiana
August,8/29/2005 6:00,8/29/2005 6:00,"Buras, Louisiana",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,0,0,Louisiana
August,8/29/2005 7:10,8/29/2005 15:00,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,5120,512049,Florida
August,8/29/2005 7:10,8/29/2005 22:00,"Alabama, Florida, Mississippi",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,118.5,323529,"Alabama,Florida,Mississippi"
August,8/29/2005 12:00,8/29/2005 15:50,"Alabama, Mississippi,  Tennessee",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,0,0,"Alabama,Mississippi,Tennessee"
August,8/31/2005 8:00,8/31/2005 16:00,Member Service Territory is located in the West coast of Florida from Tallahassee to Fort Myers,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,0,0,Florida
September,9/12/2005 12:32,9/12/2005 13:56," Los Angeles, California",WECC,Unknown,Equipment Failure,2578,900000,California
September,9/13/2005 14:14,9/13/2005 14:29,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,249,66480,Puerto Rico
September,9/13/2005 18:30,9/13/2005 20:00,Southeast Wisconsin and Fox Valley,"MRO,RF",Unknown,Severe Weather - Unspecified/Other,600,110000,Wisconsin
September,9/14/2005 15:00,9/14/2005 15:00,Eastern North Carolina,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,215,60000,North Carolina
September,9/21/2005 19:00,9/21/2005 23:00,Minnesota,MRO,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,931,200000,Minnesota
September,9/22/2005 11:00,9/22/2005 23:30,Southeast Michigan,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,366,53000,Michigan
September,9/22/2005 12:00,9/22/2005 12:00,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,0,0,Florida
September,9/23/2005 7:00,9/23/2005 11:29," Lakeland, Florida",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,0,0,Florida
September,9/23/2005 7:30,9/23/2005 21:00,"Texas, Louisiana, Arkansas, and Mississippi","SERC,TRE",Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,350,125000,"Texas,Louisiana,Arkansas,Mississippi"
September,9/23/2005 13:06,9/23/2005 14:30,West and Southwest Louisiana,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,1950,715000,Louisiana
September,9/23/2005 14:30,9/23/2005 17:00,"Houston, Texas and the surrounding suburban areas",TRE,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,805,766000,Texas
September,9/24/2005 6:00,9/24/2005 17:00,"Nacogdoches, Lufkin, Tyler, Jacksonville, Rusk, Paris, Commerce, Huntington",TRE,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,260,200000,Texas
September,9/24/2005 10:00,9/24/2005 18:00,"Shreveport, Louisiana",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,700,190000,Louisiana
October,10/2/2005 17:40,10/2/2005 17:54,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,312,71240,Puerto Rico
October,10/18/2005 15:19,10/18/2005 15:37,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,460,142591,Puerto Rico
October,10/22/2005 9:44,10/22/2005 11:40,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,360,85682,Puerto Rico
October,10/23/2005 14:00,10/23/2005 20:00,"South Florida, Naples, Ft. Myers, Miami, Ft. Lauderdale, West Palm Beach and Martin county",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,10000,3241437,Florida
October,10/24/2005 4:00,10/24/2005 16:00,"Florida counties of Collier, Charlotte and Lee",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,280,105000,Florida
October,10/24/2005 7:00,10/25/2005 0:00,"South Florida - Cities of Key West, Clewiston, Lake Worth, and Ft. Pierce",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,148,84900,Florida
October,10/24/2005 16:30,10/24/2005 20:00,"Maryland, North Central West Virginia, Southwestern Pennsylvania, and Northern Pennsylvania","RF,SERC",Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,400,303795,"Maryland,Virginia,Pennsylvania,Pennsylvania"
November,11/3/2005 18:47,11/3/2005 19:00,"San Francisco Bay area, California",WECC,Unknown,Equipment Failure,136,55740,California
November,11/6/2005 7:30,11/6/2005 23:30,Southeast Michigan,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,212,118000,Michigan
November,11/12/2005 16:00,11/12/2005 18:00,Southeast Wisconsin ,"MRO,RF",Unknown,Severe Weather - Lightning/Thunderstorm/Hail,10,48000,Wisconsin
November,11/12/2005 23:00,11/12/2005 23:59,Western and Central portions of Michigan's Lower Peninsula,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,408,272355,Michigan
December,12/15/2005 4:00,12/15/2005 17:00,Piedmont North Carolina and South Carolina,SERC,Unknown,Severe Weather - Winter/Snow/Ice,3500,683000,"North Carolina,South Carolina"
December,12/15/2005 5:05,12/15/2005 12:10,Northeast Georgia,SERC,Unknown,Severe Weather - Winter/Snow/Ice,75,52659,Georgia
December,12/31/2005 6:00,12/31/2005 9:00,Northern and Central California,WECC,Unknown,Severe Weather - Unspecified/Other,800,1667316,"Idaho,Oregon"
December,12/31/2005 16:00,12/31/2005 19:30,North Dakota,MRO,Unknown,Generation Inadequacy Load/Fuel/Supply,1650,0,"North,Dakota"
January,1/14/2006 15:45,1/14/2006 17:30,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",RF,Unknown,Severe Weather - Wind,1580,142315,"Delaware,Pennsylvania"
January,1/18/2006 15:16,1/18/2006 18:34,Southern and Central Maine,NPCC,Unknown,Severe Weather - Unspecified/Other,75,63000,"Southern,Central,Maine"
February,2/4/2006 0:01,2/4/2006 1:34,"Snohomish County, Washington",WECC,Unknown,Severe Weather - Wind,150,123827,Washington
February,2/4/2006 4:30,2/4/2006 8:00,Western Washington,WECC,Unknown,Severe Weather - Wind,476,140000,California
February,2/11/2006 21:00,2/11/2006 23:00,Baltimore Metropolitan and Central Maryland,RF,Unknown,Severe Weather - Winter/Snow/Ice,500,180000,Maryland
February,2/12/2006 0:06,2/12/2006 17:44,"Washington DC, Montgomery and Prince Georges Counties MD",RF,Unknown,Severe Weather - Winter/Snow/Ice,300,60000,"District of Columbia,Maryland"
February,2/12/2006 2:00,2/12/2006 16:00,Entire Atlantic City Electric territory Southern New Jersey,RF,Unknown,Severe Weather - Winter/Snow/Ice,80,130000,New Jersey
February,2/12/2006 2:00,2/12/2006 7:00,Entire Delmarva Power service territory,RF,Unknown,Severe Weather - Winter/Snow/Ice,50,58000,"Delaware,Maryland"
February,2/12/2006 5:55,2/12/2006 14:00,Northern and Northwestern Virginia,"RF,SERC",Unknown,Severe Weather - Winter/Snow/Ice,250,126000,Virginia
February,2/16/2006 12:00,2/16/2006 23:00,"Muskegon, Michigan easterly to Bay City, Michigan",RF,Unknown,Severe Weather - Winter/Snow/Ice,100,252089,"Michigan,Michigan"
February,2/17/2006 4:32,2/17/2006 12:00,Upstate New York,NPCC,Unknown,Severe Weather - Unspecified/Other,250,200000,New York
February,2/18/2006 8:50,2/18/2006 16:09,Colorado,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,428,103134,Colorado
February,2/27/2006 14:30,2/27/2006 18:25,Northern and Central California,WECC,Unknown,Severe Weather - Winter/Snow/Ice,482,160000,California
March,3/9/2006 14:00,3/9/2006 22:00,"Arkansas, Mississippi, Louisiana, Southeast Texas",SERC,Unknown,Severe Weather - Unspecified/Other,447,73000,"Arkansas,Mississippi,Louisiana,Texas"
March,3/12/2006 12:00,3/12/2006 20:30,"Springfield, Illinois and vicinity",SERC,Unknown,Severe Weather - Unspecified/Other,200,65400,Illinois
April,4/2/2006 4:25,4/2/2006 21:00,Southern half of Indiana,RF,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,1000,186000,Indiana
April,4/7/2006 8:43,4/7/2006 9:29,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,116,54700,Puerto Rico
April,4/8/2006 4:00,4/8/2006 11:00,North and Central Alabama and Northern Georgia areas,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,300,115589,"Alabama,Georgia"
April,4/17/2006 15:25,4/17/2006 19:30,ERCOT Region of Texas,TRE,Unknown,Unknown/Unspecified,1000,200000,Texas
April,4/17/2006 16:10,4/17/2006 18:11,System-wide greater Houston metro area (and across ERCOT),TRE,Unknown,Unknown/Unspecified,260,68000,Texas
April,4/17/2006 16:11,4/17/2006 19:20,North and East Texas,"TRE,SPP,WECC",Unknown,Unknown/Unspecified,380,489478,Texas
April,4/17/2006 16:20,4/17/2006 18:30,State of Texas (all of Austin Energy),TRE,Unknown,Unknown/Unspecified,40,10000,Texas
April,4/17/2006 16:35,4/17/2006 18:10,AEP Texas Central/Texas North,TRE,Unknown,Unknown/Unspecified,108,51404,Texas
April,4/21/2006 7:00,4/21/2006 10:00,System-wide greater Houston metro area,TRE,Unknown,Severe Weather - Unspecified/Other,219,82000,Texas
April,4/29/2006 14:55,4/29/2006 15:45,Island of Puerto Rico,PR,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,237,164105,Puerto Rico
May,5/3/2006 15:30,5/3/2006 21:35,City of Bakersfield area,WECC,Unknown,Fire/Wildfire,300,55655,California
May,5/4/2006 14:12,5/4/2006 14:45,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,140,94639,Puerto Rico
May,5/19/2006 15:13,5/19/2006 22:30,"San Francisco Bay area, California",WECC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,133,76212,California
May,5/25/2006 9:00,5/25/2006 19:50,"Southwest Ohio, Northern Kentucky, Central Indiana",RF,Unknown,Severe Weather - Unspecified/Other,800,210000,"Ohio,Kentucky,Indiana"
June,6/1/2006 9:00,6/1/2006 18:00,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",RF,Unknown,Severe Weather - Unspecified/Other,120,29300,"Delaware,Pennsylvania"
June,6/1/2006 14:00,6/1/2006 18:30,Central Maryland,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,645,111555,Maryland
June,6/1/2006 14:12,6/1/2006 18:09,Island of Oahu,HI,Unknown,Unknown/Unspecified,335,70000,Hawaii
June,6/11/2006 18:00,6/11/2006 21:00,"Charlotte, North Carolina Metropolitan area",SERC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,70,72000,North Carolina
June,6/22/2006 14:00,6/22/2006 23:00,Ohio and Indiana,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,750,195000,"Ohio,Indiana"
July,7/2/2006 0:31,7/2/2006 18:39,Northern Virginia,"RF,SERC",Unknown,Severe Weather - Lightning/Thunderstorm/Hail,300,75000,Virginia
July,7/4/2006 17:30,7/4/2006 20:18,Northern Virginia,SERC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,335,67000,Virginia
July,7/16/2006 14:00,7/17/2006 0:00,Middle 1/3 of Michigan Lower Peninsula,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,150,315000,Michigan
July,7/17/2006 3:06,7/17/2006 18:50,"Northwest Queens, New York City",NPCC,Unknown,Severe Weather - Unspecified/Other,545,25000,New York
July,7/17/2006 9:00,7/17/2006 21:00,Northern Counties of Illinois,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,553,170519,Illinois
July,7/18/2006 18:36,7/18/2006 23:59,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,483,492955,"Delaware,Pennsylvania"
July,7/18/2006 20:07,7/18/2006 22:32,"Norwalk, Stamford, Connecticut",NPCC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,0,0,Connecticut
July,7/19/2006 8:00,7/19/2006 18:00,Greater St. Louis Metropolitan area (Missouri and Illinois),"MRO,RF,SERC",Unknown,Severe Weather - Unspecified/Other,40,8000,"Missouri,Illinois"
July,7/19/2006 11:00,7/19/2006 17:54,"Greater Little Rock, Arkansas",SERC,Unknown,Unknown/Unspecified,1500,2500000,Arkansas
July,7/22/2006 13:09,7/22/2006 16:00,California,WECC,Unknown,Severe Weather - Heat Wave,200,1271893,California
July,7/24/2006 14:33,7/24/2006 17:33,California,WECC,Unknown,Severe Weather - Heat Wave,695,98957,California
July,7/27/2006 18:38,7/27/2006 21:36,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,360,167564,"Delaware,Pennsylvania"
August,8/1/2006 12:00,8/1/2006 19:00,Northern Ohio,RF,Unknown,Severe Weather - Heat Wave,1037,146943,Ohio
August,8/1/2006 13:00,8/1/2006 20:30,"Ohio, Indiana, Kentucky",RF,Unknown,Generation Inadequacy Load/Fuel/Supply,90,149484,"Ohio,Indiana,Kentucky"
August,8/2/2006 1:00,8/2/2006 19:00,New England,NPCC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,1181,169048,"Connecticut,Massachusetts,New Hampshire,Maine,Rhode Island,Vermont"
August,8/2/2006 12:00,8/2/2006 16:45,"Midwest ISO's Market Sub-regions:  AMRN, CIN, CILC, CWLD, CWLP, FE, HE, IP, IPL, LGEE, MECS, NIPS, SIGE, SIPC","MRO,RF,SERC",Unknown,Severe Weather - Heat Wave,939,134198,"Arkansas,Illinois,Indiana,Iowa,Kentucky,Louisiana,Michigan,Minnesota,Mississippi,Missouri,Montana,North Dakota,South Dakota,Texas,Wisconsin"
August,8/2/2006 13:00,8/2/2006 16:35,New England,NPCC,Unknown,Unknown/Unspecified,140,77000,"Maine,Massachusetts,Connecticut,Rhode Island,Vermont,New Hampshire"
August,8/3/2006 14:16,8/3/2006 14:46,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,369,227480,Puerto Rico
August,8/7/2006 13:00,8/7/2006 18:00,"Tulsa, Oklahoma",RF,Unknown,Generation Inadequacy Load/Fuel/Supply,75,144796,Oklahoma
August,8/10/2006 12:00,8/10/2006 20:00,Southwest Idaho and Eastern Oregon,WECC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,100,65000,California
August,8/24/2006 21:58,8/24/2006 23:25,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,180,106000,Puerto Rico
September,9/1/2006 5:30,9/1/2006 10:00,Eastern North Carolina,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,869,61000,North Carolina
